id,keyword,place,tweet,lemmatized_tweet,disaster
6944,mass%20murderer,Los Angeles via Pittsburgh,PhoenixBlue People wil create rumors no mater what The botom line is giving fiften minutes of fame to a mas murderer does no god,PhoenixBlue People wil create rumor no mater what The botom line be give fiften minute of fame to a ma murderer do no god,1
6947,massacre,Kenya,FromTheDesk of King George Kenyata Mumbo at the Kings African Citizens Thanks to QuantumDataInformatics we htptcoLEYfDXaAx,FromTheDesk of King George Kenyata Mumbo at the Kings African Citizens Thanks to QuantumDataInformatics we htptcoLEYfDXaAx,0
6952,massacre,unknown, TRILION Dolar Lawsuit Filed Against MSM For Staging Sandy Hok Masacre htptcoqutzvkxoP,TRILION Dolar Lawsuit Filed Against MSM For Staging Sandy Hok Masacre htptcoqutzvkxoP,1
6957,massacre,unknown,embrace the beauty of the masacre that lies ahead,embrace the beauty of the masacre that lie ahead,0
6958,massacre,University of Maryland, Years After the Sikh Temple Masacre HateViolence Prevention Is Key Colorlines htptcoiJoORKaGyj,Years After the Sikh Temple Masacre HateViolence Prevention Is Key Colorlines htptcoiJoORKaGyj,1
6964,massacre,"Santos, SÌ£o Paulo",stefsy the birthday masacre,stefsy the birthday masacre,1
6968,massacre,House of the Rising Sun,xMisXanthipex lmao exactly Especialy who they chalenged I didnt want michael jackson popcorn OR kermit tea watching that masacre,xMisXanthipex lmao exactly Especialy who they chalenged I didnt want michael jackson popcorn OR kermit tea watch that masacre,0
6969,massacre,unknown,WCBD Parents of Colorado theater shoting victim fear copycat masacre htptcoLvlHWaWO Antioch htptcovIwXYXDYK,WCBD Parents of Colorado theater shoting victim fear copycat masacre htptcoLvlHWaWO Antioch htptcovIwXYXDYK,1
6976,massacre,@KEYTNC3 @KCOY,What person would posibly make a horor film about the Isla Vista masacre in order to make money of of our tragedy,What person would posibly make a horor film about the Isla Vista masacre in order to make money of of our tragedy,0
6982,massacre,Wales Cymru,One Year After Masacre IraqÛªs Yazidis a Broken People htptcopHqKdoni,One Year After Masacre IraqÛªs Yazidis a Broken People htptcopHqKdoni,1
6986,massacre,unknown,The same UN who stodampwatched the Serbs masacre thousands of muslims in Yougslavia dont ned any lesons of them htpstcoUbfCFzfEX,The same UN who stodampwatched the Serbs masacre thousand of muslim in Yougslavia dont ned any lesons of them htpstcoUbfCFzfEX,1
6987,massacre,unknown,TimesNewsdesk Police link beach masacre to Tunisia museum atack Û htptcogRdrgW htptconUntFf,TimesNewsdesk Police link beach masacre to Tunisia museum atack Û htptcogRdrgW htptconUntFf,1
6989,massacre,"Perth, Scotland",Leter after Glencoe Masacre Scotland Who wil provide me with meat for my table Now that my red haired warior is gone forever ,Leter after Glencoe Masacre Scotland Who wil provide me with meat for my table Now that my red haired warior be go forever,0
6991,massacre,unknown,Thus ends the clam masacre of  clambake showgirldayof htpstcoPtyUJiT,Thus end the clam masacre of clambake showgirldayof htpstcoPtyUJiT,1
6993,massacre,"Waco, Texas",Saturday Night Masacre  Years Later TomLandrys Firing Stil A Day of Infamy htptcoMlAYmMW,Saturday Night Masacre Years Later TomLandrys Firing Stil A Day of Infamy htptcoMlAYmMW,0
6995,mayhem,SweizyLand,Tonight Its Going To Be Mayhem PlayThursdays Everybody Fre w Text  I ST NW  htptcoNwJoVT,Tonight Its Going To Be Mayhem PlayThursdays Everybody Fre w Text I ST NW htptcoNwJoVT,0
6997,mayhem,Ohio...yep we said it.,The adventure continues in Teraria  join us for more hijinks and mayhem htptcoMZcDdOYKen,The adventure continue in Teraria join u for more hijinks and mayhem htptcoMZcDdOYKen,0
7000,mayhem,worldwide,RaynbowAfair Editor In Chief DiamondKesawn Releases Isue  htptcoUHmXIUwz of RAmag Fashion Models and Mayhem,RaynbowAfair Editor In Chief DiamondKesawn Releases Isue htptcoUHmXIUwz of RAmag Fashion Models and Mayhem,0
7003,mayhem,Dili. East Timor,Slayer Reflects on Low Mayhem Festival Atendance King Diamond amp Jef Hanemans Pasing htptcoEhcbQSltu,Slayer Reflects on Low Mayhem Festival Atendance King Diamond amp Jef Hanemans Pasing htptcoEhcbQSltu,0
7004,mayhem,"Lynchburg, VA",ESWEnrage I was a fan back then sadly and even went as her for Halowen in  But I got beter LOL,ESWEnrage I be a fan back then sadly and even go a her for Halowen in But I get beter LOL,0
7007,mayhem,"Mumbai, Maharashtra",Mumbai atack mayhem was planed and launched from PakistanExFederal Investigation Agency FIA chief Tariq Khosa htptcoxzSPJhVfc,Mumbai atack mayhem be plan and launch from PakistanExFederal Investigation Agency FIA chief Tariq Khosa htptcoxzSPJhVfc,0
7011,mayhem,"Hollywood, Ca",Wed Aug  Mayhem Avalon  Event July amp Aug Bdays Fre Tix gt htptcooZeaWJu Txt   htptcouzpKaRBAQv,Wed Aug Mayhem Avalon Event July amp Aug Bdays Fre Tix gt htptcooZeaWJu Txt htptcouzpKaRBAQv,0
7014,mayhem,unknown,Episode  Mad Dash Mayhem Preview Video Season  kicks of with newbie designers ariving at New Yorks M htptcoXVGHljahrR,Episode Mad Dash Mayhem Preview Video Season kick of with newbie designer ariving at New Yorks M htptcoXVGHljahrR,0
7016,mayhem,UK,TheDreamingGoat mayhem RobertoSAGuedes Mayhem is my husband by the way ,TheDreamingGoat mayhem RobertoSAGuedes Mayhem be my husband by the way,0
7017,mayhem,unknown,RETWET FOLOWnGAIN TheMGWVbos FOLOW Û¢ ynovak IAmMrCash FrankiesStyle MamanyaDana MayhemU,RETWET FOLOWnGAIN TheMGWVbos FOLOW Û¢ ynovak IAmMrCash FrankiesStyle MamanyaDana MayhemU,0
7020,mayhem,"The Woodlands, TX",Slayer at Rockstar Mayhem Festival slayer metal concertphotography houston livemusic canonÛ htpstcoFrWySzwrs,Slayer at Rockstar Mayhem Festival slayer metal concertphotography houston livemusic canonÛ htpstcoFrWySzwrs,0
7022,mayhem,DMV,Tonight Its Going To Be Mayhem PlayThursdays Everybody Fre w Text  I ST NW  htptcowDefhbkFg,Tonight Its Going To Be Mayhem PlayThursdays Everybody Fre w Text I ST NW htptcowDefhbkFg,0
7028,mayhem,DMV,Tonight Its Going To Be Mayhem PlayThursdays Everybody Fre w Text  I ST NW  htptcomYWCLpGEf,Tonight Its Going To Be Mayhem PlayThursdays Everybody Fre w Text I ST NW htptcomYWCLpGEf,0
7033,mayhem,Central Jersey,PNC Bank Arts Center shoting Holmdel man nabed htptcotvmDuikO,PNC Bank Arts Center shoting Holmdel man nabed htptcotvmDuikO,1
7034,mayhem,unknown,El Nino is geting stronger Monster weather system may bring relief to California but it could cause mayhem elÛ htptcoAPoFHBbjf,El Nino be get strong Monster weather system may bring relief to California but it could cause mayhem elÛ htptcoAPoFHBbjf,1
7035,mayhem,"Lynchburg, VA",Oh Shely your wafle wasnt a litle blonde Your wafle was Madona circa  NowYouKnow MasterChef,Oh Shely your wafle wasnt a litle blonde Your wafle be Madona circa NowYouKnow MasterChef,0
7038,mayhem,unknown,Slayer Reflects on Low Mayhem Festival Atendance King Diamond amp Jef Hanemans Pasing htptcoysKaDmFBbB,Slayer Reflects on Low Mayhem Festival Atendance King Diamond amp Jef Hanemans Pasing htptcoysKaDmFBbB,0
7040,mayhem,unknown,Tonight Its Going To Be Mayhem PlayThursdays Everybody Fre w Text  I ST NW  htptcoiWOTzQFkH,Tonight Its Going To Be Mayhem PlayThursdays Everybody Fre w Text I ST NW htptcoiWOTzQFkH,0
7041,mayhem,Boston/NY/Montreal/London,RaynbowAfair Editor In Chief DiamondKesawn Releases Isue  htptcofaJtYqru of RAmag Fashion Models and Mayhem,RaynbowAfair Editor In Chief DiamondKesawn Releases Isue htptcofaJtYqru of RAmag Fashion Models and Mayhem,0
7042,mayhem,Iowa,New featcha METZthebands Alex Edkins talks about the subpopsigned bands jaring mayhem htptcodRkClFb htptcoJwJTXqCas,New featcha METZthebands Alex Edkins talk about the subpopsigned band jaring mayhem htptcodRkClFb htptcoJwJTXqCas,0
7045,meltdown,unknown,juleschef ZHofman haha yes I was just with Zack at Madsumer meltdown,juleschef ZHofman haha yes I be just with Zack at Madsumer meltdown,0
7049,meltdown,unknown,Tumblr colective meltdown sebastianstanisaliveandwel civilwar htptcoWOcTeVMP,Tumblr colective meltdown sebastianstanisaliveandwel civilwar htptcoWOcTeVMP,0
7055,meltdown,unknown,rymathieson are you coming to meltdown,rymathieson be you come to meltdown,0
7057,meltdown,Wouldn't u like to know,Aples momentum meltdown bites investors htptcohsECqcdcP Aple Stocks Crash TimCok Investment,Aples momentum meltdown bite investor htptcohsECqcdcP Aple Stocks Crash TimCok Investment,0
7062,meltdown,unknown,RonFunches Loved the meltdownshow set combined two things I enjoy wrestling and Ron Funches,RonFunches Loved the meltdownshow set combine two thing I enjoy wrestling and Ron Funches,0
7064,meltdown,"North Vernon, IN",The US wil experience an economic meltdown similar to the early s mortgage shit show due to student loans You heard it here first ,The US wil experience an economic meltdown similar to the early s mortgage shit show due to student loan You heard it here first,0
7066,meltdown,unknown,kumailn love your irongiant tshirt on tonights meltdown,kumailn love your irongiant tshirt on tonight meltdown,0
7067,meltdown,Manisto Trap House ,Craving a triple chocolate meltdown from bes rn,Craving a triple chocolate meltdown from be rn,0
7072,meltdown,Southern California,GRAMZD It would be an honor meting you at the meltdown on Friday Hope you like dabs htptcoMpJuQSYi,GRAMZD It would be an honor meting you at the meltdown on Friday Hope you like dab htptcoMpJuQSYi,0
7079,meltdown,"St. Catherine, Jamaica, W.I.",ComoditiesåÊAre Crashing Like Its  Al Over Again htptcoEMcNalGk,ComoditiesåÊAre Crashing Like Its Al Over Again htptcoEMcNalGk,0
7082,meltdown,"Pittsburgh, PA",The meltdown Im curently witnesing makes it sem like a delayed flight is a true anomaly instead of yknow the expected outcome,The meltdown Im curently witnesing make it sem like a delayed flight be a true anomaly instead of yknow the expect outcome,0
7083,meltdown,"Tuksa, OK",ChelseaVPeretis bit on meltdownshow was also gold,ChelseaVPeretis bit on meltdownshow be also gold,0
7084,meltdown,FL.CO.HI.NJ,SBJohn Im stil waiting for one of these trailers to make up for the Mets Btm th out Rain Delay come back give up  runs meltdown,SBJohn Im stil wait for one of these trailer to make up for the Mets Btm th out Rain Delay come back give up run meltdown,0
7085,meltdown,PrincetonAve,meltdown ,meltdown,0
7087,meltdown,unknown,ComoditiesåÊAre Crashing Like Its  Al Over Again Blomberg Busines htptcoxCuUqPOmR,ComoditiesåÊAre Crashing Like Its Al Over Again Blomberg Busines htptcoxCuUqPOmR,0
7090,meltdown,"West Coast, Canada",Byproduct of metal price meltdown is a higher silver price htptcoKBCAxZl,Byproduct of metal price meltdown be a high silver price htptcoKBCAxZl,0
7094,meltdown,"Syracuse, NY",Maybe after halfway party we wil get drunk Meg and shel flirt with Clay again Then we can have a Sheli meltdown B,Maybe after halfway party we wil get drunk Meg and shel flirt with Clay again Then we can have a Sheli meltdown B,0
7096,military,Abuja,Inspectors So Far Denied Aces to Irans Scientists Wal Stret Journal htptcoSuRodwMKa htptcoVSXyOhT,Inspectors So Far Denied Aces to Irans Scientists Wal Stret Journal htptcoSuRodwMKa htptcoVSXyOhT,1
7099,military,unknown,Admiral Says Public Schols Nationwide Shortchanging Military Kids htptcogqbzBjli htptcorbtmLhlX via Militarydotcom,Admiral Says Public Schols Nationwide Shortchanging Military Kids htptcogqbzBjli htptcorbtmLhlX via Militarydotcom,0
7100,military,unknown,New Bonie Hat USMC Airsoft Paintbal Military Cap Wodland Camo CP htptcoEGqEIpI htptcouaBRYnHkn,New Bonie Hat USMC Airsoft Paintbal Military Cap Wodland Camo CP htptcoEGqEIpI htptcouaBRYnHkn,0
7101,military,unknown,Texian Iliad A Military History of the Texas Revolution by Hardin Stephen L htptcoRrIDSmrJ htptcowybtUkLbG,Texian Iliad A Military History of the Texas Revolution by Hardin Stephen L htptcoRrIDSmrJ htptcowybtUkLbG,0
7102,military,unknown,US Military EM  AutoMechanics Course Vols   WI htptcolYSMHvR htptcocVUBXcq,US Military EM AutoMechanics Course Vols WI htptcolYSMHvR htptcocVUBXcq,0
7103,military,"Boca Raton, FL", reasons why we love women in the military lulgzimbestpicts htptcoBcBfCStZXh htptcoViKIdZu,reason why we love woman in the military lulgzimbestpicts htptcoBcBfCStZXh htptcoViKIdZu,0
7107,military,unknown,VINTAGE EAGLE  OIL CAN OILER FOR WI JEP MB GPW MILITARY VEHICLE TOL KIT htptcotpFRNP htptcohVHbwOLg,VINTAGE EAGLE OIL CAN OILER FOR WI JEP MB GPW MILITARY VEHICLE TOL KIT htptcotpFRNP htptcohVHbwOLg,0
7110,military,unknown, reasons why we love women in the military lulgzimbestpicts htptcotRgPWOujX htptcoGEMNUZoCeb,reason why we love woman in the military lulgzimbestpicts htptcotRgPWOujX htptcoGEMNUZoCeb,0
7113,military,"Columbus, OH",weakley the military,weakley the military,0
7117,military,unknown,No joke military men are the hotest thing,No joke military men be the hotest thing,0
7119,military,unknown,SocialJerkBlog My husband was in the military and he does that It ends up in seat shufling sometimes ,SocialJerkBlog My husband be in the military and he do that It end up in seat shufling sometimes,0
7123,military,unknown,VIDEOgt Barack Obama America Has a Mindset that ÛÏPrefers Military Action Over NegotiationÛ htptcokLsUPlwT via gatewaypundit,VIDEOgt Barack Obama America Has a Mindset that ÛÏPrefers Military Action Over NegotiationÛ htptcokLsUPlwT via gatewaypundit,1
